ID,proc_dist,centeroid,LM 1_X,LM 1_Y,LM 1_Z,LM 2_X,LM 2_Y,LM 2_Z,LM 3_X,LM 3_Y,LM 3_Z,LM 4_X,LM 4_Y,LM 4_Z,LM 5_X,LM 5_Y,LM 5_Z,LM 6_X,LM 6_Y,LM 6_Z,LM 7_X,LM 7_Y,LM 7_Z,LM 8_X,LM 8_Y,LM 8_Z,LM 9_X,LM 9_Y,LM 9_Z,LM 10_X,LM 10_Y,LM 10_Z,LM 11_X,LM 11_Y,LM 11_Z,LM 12_X,LM 12_Y,LM 12_Z,LM 13_X,LM 13_Y,LM 13_Z,LM 14_X,LM 14_Y,LM 14_Z,LM 15_X,LM 15_Y,LM 15_Z,LM 16_X,LM 16_Y,LM 16_Z,LM 17_X,LM 17_Y,LM 17_Z,LM 18_X,LM 18_Y,LM 18_Z,LM 19_X,LM 19_Y,LM 19_Z,LM 20_X,LM 20_Y,LM 20_Z,LM 21_X,LM 21_Y,LM 21_Z,LM 22_X,LM 22_Y,LM 22_Z,LM 23_X,LM 23_Y,LM 23_Z,LM 24_X,LM 24_Y,LM 24_Z,LM 25_X,LM 25_Y,LM 25_Z,LM 26_X,LM 26_Y,LM 26_Z,LM 27_X,LM 27_Y,LM 27_Z,LM 28_X,LM 28_Y,LM 28_Z,LM 29_X,LM 29_Y,LM 29_Z,LM 30_X,LM 30_Y,LM 30_Z,LM 31_X,LM 31_Y,LM 31_Z,LM 32_X,LM 32_Y,LM 32_Z,LM 33_X,LM 33_Y,LM 33_Z,LM 34_X,LM 34_Y,LM 34_Z,LM 35_X,LM 35_Y,LM 35_Z,LM 36_X,LM 36_Y,LM 36_Z,LM 37_X,LM 37_Y,LM 37_Z,LM 38_X,LM 38_Y,LM 38_Z,LM 39_X,LM 39_Y,LM 39_Z,LM 40_X,LM 40_Y,LM 40_Z,LM 41_X,LM 41_Y,LM 41_Z,LM 42_X,LM 42_Y,LM 42_Z,LM 43_X,LM 43_Y,LM 43_Z,LM 44_X,LM 44_Y,LM 44_Z,LM 45_X,LM 45_Y,LM 45_Z,LM 46_X,LM 46_Y,LM 46_Z,LM 47_X,LM 47_Y,LM 47_Z,LM 48_X,LM 48_Y,LM 48_Z,LM 49_X,LM 49_Y,LM 49_Z,LM 50_X,LM 50_Y,LM 50_Z,LM 51_X,LM 51_Y,LM 51_Z,LM 52_X,LM 52_Y,LM 52_Z,LM 53_X,LM 53_Y,LM 53_Z,LM 54_X,LM 54_Y,LM 54_Z,LM 55_X,LM 55_Y,LM 55_Z
LM_1575,0.069082984,0.5424533621028319,0.014343600827619976,-0.043625572,-0.024909393,-0.008902745,-0.044689602,-0.024847538,0.052916472,0.096979313,-0.004958792,-0.060206314,0.092276639,-0.007725302,-0.000985725,0.042437302,-0.035949417,-0.006943063,0.026020002841348852,0.1100737778329714,0.012642171617032232,-0.038808773,0.010046549584759867,-0.00969927,-0.039255599,0.009602219,0.052928714,-0.026776015,0.014064888225418315,-0.051097539,-0.029954751,0.001090828,0.035651502324309976,-0.015496122,-0.045347124,-0.032847026,-0.017983548,-0.047872801,0.067555343,0.043632152,0.035500959,-0.073783191,0.058881308,0.034854853,0.014031536536644561,0.062904053,-0.038930485,-0.018092736,0.062627637,-0.039228343,0.052320887,-0.028627728,0.017289149901594542,-0.050529899,-0.030860825,0.014645922978936016,0.054666276,-0.024541188,0.020953992745872833,-0.052997388,-0.02699953,0.018679397,0.047756087652282474,-0.024696112,0.037469163307031754,-0.048344811,-0.026933482,0.032540123,0.000855718,-0.052217362,0.027253078316466423,0.059688878,-0.012083388,-0.003874471,-0.056965566,-0.016550101,-0.00502839,-0.002761416,0.12515465007838333,0.059943221,0.03315987,-0.038912454,-0.009181935,-0.032303833,-0.041017076,-0.011316583,0.037179143,-0.039268454,0.026463086071895594,-0.03466511,-0.041347829,0.026067978792063122,0.054894906752555726,0.055684765,-0.045745433,-0.056645023,0.051309889,-0.046309391,0.056593229749706445,0.003075879,0.055147542,-0.062107848,0.002708223,0.05534602,0.006992805,-0.043914982,-0.0302064,-0.00088161,-0.044133247,-0.031054063,0.000915084,-0.047666926,0.018968239381749175,-0.001098563,0.13187313705988676,-0.008628331,-0.001824201,0.080090829,-0.038726687,0.053544887006029745,0.046932687,-0.013446438,-0.061563953,0.041718919,-0.013510612,0.003737061,-0.054093998,-0.049456671,0.055671438397234374,0.002836926,0.060065365,-0.061780516,0.003173163,0.058638915411745304,0.003498971,-0.048349984,-0.033681399,0.067311458,0.010665466736348472,-0.010807105,-0.066682443,0.009275046,-0.011814081,0.046496847359836065,-0.028354672,-0.026378262,-0.043262255,-0.031622815,-0.029508703,0.024876786,-0.039912937,-0.005898422,-0.017718988,-0.041390113,-0.004759336,0.064240986,0.004174042,-0.014546852,-0.062154328,0.000966239,-0.017188135,0.062873201,-0.005381044,-0.006160959,-0.0604985,-0.009932038,-0.007707415
LM_1601,0.066207959,0.539130277,0.013437472936539572,-0.048208574,-0.024076563,-0.010744833,-0.048748359,-0.024003271,0.056491700188850774,0.087485718,-0.004726075,-0.059427875,0.08731398,-0.009426622,0.001310578,0.04084614,-0.036427677,-0.005085336,0.024919452767445362,0.10450595262139001,0.011131622,-0.038733001,0.010259136074880718,-0.008914766,-0.03935915,0.010614680202097233,0.051175906,-0.025370694,0.012340688,-0.048963843,-0.02715752,0.011872636484221629,0.035052123284391695,-0.018425663,-0.04618498,-0.03318131,-0.015300733,-0.045108551,0.067800088,0.057875615289110276,0.024266277959181654,-0.075101742,0.052990529,0.017687874,0.017212903183347863,0.065069635,-0.042853214,-0.020065717,0.063027642,-0.042180233,0.051818695,-0.027039945,0.016115037242997458,-0.049321487,-0.028236623,0.014692922346009652,0.053566745,-0.025523304,0.020547261329446957,-0.052205524,-0.027599902,0.017534857533774262,0.050877081397673996,-0.024267441,0.037162221,-0.050809543,-0.024344241,0.032746995,0.00160996,-0.048643994,0.031550731,0.056686305364001495,-0.011527834,-0.004099437,-0.055090769,-0.014971659,-0.004747899,-0.00379914,0.12918889764795244,0.051549038,0.031242158051640594,-0.038673237,-0.009384795,-0.025559057,-0.040392676,-0.009066739,0.031559442650109085,-0.040052826,0.029532126119344675,-0.029361355,-0.040915575,0.028979671803327164,0.055970583,0.055817763,-0.038303898,-0.058461604,0.051552956,-0.038642734,0.058218925,0.006714209,0.055340114223691395,-0.062753761,0.00315462,0.050982902092686154,0.007227582,-0.050162846,-0.031370064,-0.004660416,-0.049887414,-0.031585287,0.001062146,-0.048274915,0.022073889,-0.002810627,0.133199024,0.026728884575784432,-0.000529832,0.082276385,-0.044500936,0.057249959,0.043389937541881446,-0.012420313,-0.060630944,0.042848090070591656,-0.013473537,0.001712005,-0.056863808,-0.049255463,0.055435207559569426,0.006840548,0.064161385,-0.058899315,-0.00500423,0.052748109,0.002334821,-0.054577707,-0.039825561,0.06478432,0.017014599353913317,-0.011732562,-0.06535483,0.014424806638301625,-0.012695215,0.047246578342310316,-0.025766999,-0.027184425,-0.044213951,-0.028054666,-0.027697111,0.025741623911942922,-0.038757962,-0.007277093,-0.023937916,-0.040115256,-0.008110444,0.061328577,0.000291558,-0.015320261,-0.059689997,-0.000745496,-0.017158076,0.058639890947622425,-0.00665547,-0.006534167,-0.058349509,-0.007882387,-0.008620188
LM_2270,0.075350964,0.5592058420800791,0.014593545866571217,-0.053735437,-0.024974956,-0.008031018,-0.054291544,-0.02427885,0.050840114790438234,0.098977076,0.001271156,-0.058630632,0.096272765,-0.003609831,-0.000258053,0.045689585551136745,-0.036623201,-0.006529248,0.029508744225967425,0.10586530723526819,0.010710525611431388,-0.041305505,0.013366183103407508,-0.006985496,-0.041533026,0.011392606248318275,0.053084071,-0.02702017,0.006585936,-0.049938981,-0.026920536,0.000717561,0.035293471774895925,-0.018343213,-0.043598103,-0.031308341,-0.019481509,-0.051090369,0.068049758,0.049909532,0.024801807,-0.074031271,0.05588833,0.030449146676628295,0.015651933,0.066380105,-0.041658712,-0.017526339,0.06425704,-0.039658292,0.053015236030025795,-0.03102111,0.015064283951366051,-0.050423604,-0.029413159,0.010711183607124504,0.053790061,-0.026171078,0.017811612734648426,-0.051539257,-0.023933579,0.014546665572037166,0.044519976,-0.033697612,0.042617286,-0.045982007,-0.032470785,0.037936563,0.00101688,-0.056731315,0.027780078,0.056390213,-0.013359042,-0.006815988,-0.056091019,-0.012837889,-0.009546845,-0.008405025,0.12493190968151223,0.047757462,0.030928905159403018,-0.041611691,-0.008758171,-0.024930444,-0.042493332,-0.011804394,0.034444535794191516,-0.048504921,0.028658003,-0.031134729,-0.049282526,0.026307050972362824,0.057979871,0.06278672,-0.038338224,-0.062667567,0.059068285,-0.040408341,0.057327194504429864,0.007987873,0.061849104,-0.061595481,0.007633508,0.063477241,0.009762997,-0.052393872,-0.03144214,-0.002476271,-0.053222629,-0.032711038,0.00136592,-0.053765317,0.022355104,-0.003779628,0.13531810622308363,0.001175509,-0.00226574,0.08279477,-0.040269077,0.058592891507103805,0.050293924842754606,-0.011719942,-0.060718649,0.046882179604673016,-0.014526571,0.003944707,-0.058735,-0.051331067,0.052149159,0.015126417816260701,0.078847772,-0.057589114,0.012051071207069152,0.07544367,0.003876415,-0.056159246,-0.038967775,0.066625623,0.022500748,-0.01263126,-0.066502216,0.019815058,-0.014417218,0.043044443164338475,-0.029616812,-0.031976372,-0.044590347,-0.028643288,-0.030891934,0.031351684358900005,-0.041744666,-0.009021737,-0.024064321,-0.042602948,-0.011301058,0.060491424,0.002680204,-0.015946277,-0.060597834,0.000799342,-0.018103816,0.057330089,-0.007250375,-0.009135208,-0.057579014,-0.009260164,-0.011231524
LM_2274,0.075715269,0.5380809404608403,0.016085800296843852,-0.0394761,-0.028067502,-0.011768021,-0.041245734,-0.029063427,0.055738859,0.095950745,-0.000133782,-0.064190876,0.09310342,-0.001183754,-0.001463468,0.042922251343836273,-0.036314977,-0.000846355,0.023939449161186295,0.10598442152158791,0.011865240558958691,-0.036641792,0.012701417655718574,-0.007985691,-0.038564733,0.012349546448202662,0.050878520203089785,-0.025140115,0.012167567,-0.048292595,-0.027272384,0.007025971,0.035873665294149114,-0.01796872,-0.041777767,-0.032095912,-0.015928225,-0.048904227,0.067819389,0.041038771,0.035232881,-0.074625943,0.052177334467199785,0.021127285857369556,0.015183742141914425,0.062664513,-0.041386324,-0.018697641,0.062366798416788244,-0.04101313,0.049891740355061054,-0.02734946,0.018482301,-0.048216689,-0.031338243,0.018457939445555974,0.054206475,-0.024994434,0.020533440420550716,-0.052275879,-0.029533179,0.020110622591251293,0.048985363,-0.024499235,0.038590618878592775,-0.04707657,-0.029866882,0.035649623,-0.00030666,-0.048512139,0.031136634070286006,0.059338542,-0.01447037,-0.002580633,-0.058145893,-0.017714992,-0.005565084,-0.003785042,0.12275479460082259,0.051772289174224315,0.032698246,-0.035600992,-0.010181763,-0.027634804,-0.038990175,-0.010692185,0.032695087,-0.038082367,0.031652633,-0.031013626,-0.03995923,0.030342457546403155,0.054368360825825426,0.053199591,-0.03723021,-0.058554905,0.051384389883587483,-0.039143144,0.058386515,0.004375798,0.048768163,-0.06112604,4.937178636108422e-05,0.049452111809165804,0.00915434,-0.041677472,-0.03570925,-0.002761538,-0.042522889,-0.037381855,0.000920575,-0.046095024,0.020227755,0.001404058,0.12935405753982737,-0.01047855,-0.000417969,0.080966449,-0.041621139,0.055615826,0.04215086,-0.010999278,-0.060054197,0.039594034973669916,-0.013002639,0.002946871,-0.054250846,-0.052076384,0.053960648,0.008413229,0.068334586,-0.05972688,0.002729528,0.062267008,0.003132508,-0.048882099,-0.039597008,0.065963966,0.010059867324287382,-0.009918711,-0.068678251,0.007458548,-0.011212385,0.050985359918874616,-0.028195328,-0.02413912,-0.049071841,-0.029373669,-0.028153398,0.029517206,-0.035579854,-0.009368827,-0.029365903,-0.039028475,-0.01093422,0.064143692,0.00032142,-0.013508111,-0.063385436,-0.003620182,-0.016728788,0.062817965,-0.006633394,-0.00584596,-0.063013933,-0.00796649,-0.008453744
LM_2294,0.082866995,0.5403275287468118,0.014874092209459518,-0.044758751,-0.026226406,-0.010018078,-0.04474031,-0.024866499,0.053533636,0.091160013,0.001872012,-0.062486351,0.088120255,-0.003309691,-0.000153326,0.044161676805466635,-0.034645097,6.592262054484107e-05,0.030108503,0.10760884108661492,0.011075112344261727,-0.036212515,0.013458562430831255,-0.009458317,-0.035937894,0.008973989,0.049998873,-0.028265583,0.010263016,-0.049757344,-0.028937124,0.006863629,0.035155312,-0.017599519,-0.042222511,-0.029049596,-0.017718408,-0.047029774,0.070924055,0.056332696260693156,0.008017324,-0.07574465,0.056968291762645354,0.019438701428583324,0.014903386490363128,0.065044571,-0.03868317,-0.016928971,0.06210376,-0.039674589,0.048506311247724275,-0.0301706,0.016538698105437472,-0.049141445,-0.030458414,0.012138385186261856,0.050918347,-0.02804107,0.018952265161020894,-0.051730194,-0.028110197,0.014861616091111831,0.040125744,-0.027917351,0.040638131,-0.043410923,-0.028317402,0.037669213,0.000565418,-0.043871492,0.027220300374316348,0.058369382434725135,-0.017498435,-0.003293497,-0.056750963,-0.019783072,-0.00859746,-0.004973413,0.1270124136990677,0.052619270114432355,0.031274231,-0.038867216,-0.008319544,-0.030278538,-0.039574726,-0.011530677,0.034031805,-0.037221928,0.027946609,-0.031555168,-0.037895627,0.026804774120071016,0.056932484,0.051950577,-0.041643541,-0.056882475,0.048779123,-0.044048962,0.057058951,0.010490594540451884,0.055693877,-0.061211368,0.008271532,0.056099792,0.007849398,-0.046148495,-0.033874916,-0.002479487,-0.045234113,-0.033577759,-0.000864526,-0.043445932,0.021330800585341616,-0.005628097,0.12974508078448316,0.029547407,-0.00070803,0.078410876,-0.03818794,0.059167147,0.041237112463980014,-0.014307404,-0.062270879,0.038605578386519616,-0.014665531,0.004476839,-0.052307496,-0.05299398,0.053164069248142674,0.016097635,0.074420001,-0.059480296,0.010407448190478574,0.068414632,0.003819092,-0.048847632,-0.039456648,0.067253589,0.004896224,-0.012854067,-0.06612919,0.002606952,-0.015791028,0.048813338324749315,-0.030494891,-0.027484981,-0.043708112,-0.031348876,-0.030520582,0.027430057,-0.039334062,-0.007499061,-0.024323076,-0.039278874,-0.00994865,0.064761404,0.001440276,-0.016805389,-0.062532763,-0.001788072,-0.020274293,0.062030968,-0.010378448,-0.00595891,-0.059423391,-0.013446665,-0.009099293
LM_2303,0.11225133908283481,0.5410626747571393,0.013523243564745465,-0.046466026,-0.021569607,-0.010086048,-0.047436152,-0.021966141,0.050125381974488625,0.1046263680926742,0.002543488,-0.058379396,0.09450769,-0.005875329,-0.001033692,0.045111442286182815,-0.026338489,-0.000810597,0.024267393179637123,0.10019403675861197,0.009592401,-0.049497403,0.014971264,-0.008954899,-0.046314859,0.010690853423677264,0.051115041,-0.027949563,0.008469774,-0.049129705,-0.03073394,0.004684209,0.028723951,-0.019386614,-0.040032173,-0.026175001,-0.021821155,-0.043623805,0.066263622,0.051945013,0.029118858439147195,-0.070427847,0.056342972,0.027321134733191615,0.013802421212526363,0.062077475,-0.029708924,-0.017078321,0.060506931318913576,-0.031143036,0.050552767,-0.030907156,0.013106083,-0.049933128,-0.032725775,0.008717852,0.053614669,-0.028288881,0.015770266595573595,-0.053434557,-0.030594794,0.01253594,0.048861290200194286,-0.029037541,0.034925873630688005,-0.048983587,-0.031084631,0.034669406,0.000491976,-0.061179432,0.024173856584123504,0.053529427005083556,-0.012152031,-0.006078067,-0.053059739,-0.016543843,-0.009559721,-0.001433098,0.13844596246834195,0.015870272062793435,0.032274115,-0.038305091,-0.01120749,-0.028175919,-0.041945765,-0.011506895,0.033925066,-0.048071122,0.024218262,-0.031869531,-0.050756241,0.022689982651690033,0.055941062,0.056805636618371916,-0.034349322,-0.0565763,0.056749889,-0.038073221,0.057969917,0.014832915809383012,0.059667676,-0.063508683,0.020006462198488506,0.06006924,0.006289807,-0.048616872,-0.030456956,-0.003708223,-0.0478507,-0.03054814,0.001186296,-0.059109363,0.019653600028379084,-0.005288676,0.1386548261506327,0.020181340714931283,-0.003604064,0.079145125,-0.031590014,0.055597606,0.048665364268788085,-0.011102141,-0.056446017,0.044619358311668474,-0.012445594,0.003254897,-0.053694178,-0.04880112,0.056148802,0.014752539154866998,0.063748458,-0.06158631,0.012212165213261943,0.062834864,0.00223738,-0.053958907,-0.036825494,0.06111883,0.014933386219132986,-0.011952005,-0.061399198,0.010608594537873871,-0.01404478,0.037175205393984445,-0.025370345,-0.026555273,-0.030873749,-0.029638526,-0.031909999,0.028539165290627548,-0.03916146,-0.009389231,-0.02204273,-0.042814574,-0.008398987,0.057578143678413934,0.006203747,-0.016338731,-0.057048826,0.002320911,-0.018862133,0.05468038,-0.008121819,-0.008203231,-0.05306502,-0.008807409,-0.012370543
LM_2317,0.058653312,0.5271809404342587,0.013581652830286435,-0.042987988,-0.023818772,-0.007961778,-0.044067781,-0.021916237,0.053678384,0.093108981,-0.006692911,-0.06158197,0.086109419,-0.008021469,-0.001120467,0.040435446,-0.034049463,-0.002876009,0.025954244,0.10621403133997882,0.009856823,-0.038513689,0.009854163,-0.00787183,-0.039503998,0.010855686502854605,0.047429717008410976,-0.026773151,0.009137594,-0.045975505,-0.028448181,0.008414298,0.031016513,-0.015420893,-0.045066737,-0.027545181,-0.017407327,-0.045980447,0.065862535,0.058028585,0.042068828,-0.072280851,0.053889941,0.036312046,0.014898707544006422,0.057164782383351286,-0.035984269,-0.017724054,0.057814292586638484,-0.036436703,0.047170889,-0.0303682,0.014020737348448753,-0.046094746,-0.031179042,0.011969752600356712,0.050495933410336924,-0.030221002,0.017530836059694358,-0.048931354,-0.02945433,0.015177782699144316,0.046432254,-0.029183427,0.030439276,-0.045631634,-0.029643027,0.025323615742078406,0.000423025,-0.052612399,0.027724313592755595,0.054328424,-0.012802447,-0.001657311,-0.052414081,-0.015827322,-0.005661988,-0.001917517,0.1280719100219517,0.046831086,0.027659116858027466,-0.038067966,-0.007777138,-0.024004023,-0.040182778,-0.008305252,0.030168579975594148,-0.043303833,0.023407525538678985,-0.028539781,-0.044071736,0.022396002,0.052826252492795454,0.052384959133702835,-0.041921849,-0.055095852,0.050668828,-0.044618262,0.056644856,0.010595972341133816,0.058778566821199425,-0.060114978,0.00777456,0.057826189,0.00793094,-0.045478317,-0.03278874,-0.002653397,-0.04505326,-0.032042517,0.000727522,-0.048979625,0.018549157425952614,-0.001268131,0.13098164762517045,-0.002052088,-0.002961546,0.078198486,-0.038116907,0.053246667,0.043250846,-0.009600235,-0.055366847,0.038516530469571736,-0.012656953,0.002973457,-0.050540084,-0.050968409,0.054552774,0.009411353,0.066183328,-0.059976913,0.011246417560922175,0.064980773,0.002856499,-0.048443138,-0.039686251,0.061690639,0.011372277152938174,-0.007838794,-0.062794063,0.013103639,-0.013342316,0.044869310440632595,-0.024683531,-0.027484552,-0.043023511,-0.026347707,-0.029981528,0.027174846599134782,-0.038133585,-0.00754004,-0.024537091,-0.039691856,-0.007951896,0.058917466,0.004291467,-0.013654889,-0.058655076,0.001705566,-0.017780363,0.056226362,-0.005973042,-0.00392543,-0.054721961,-0.010715493,-0.008674874
